id;schoolId;schoolType;sex;scorePISAMath;scorePISARead;scorePISAScie;age;scoreKKS;scoreKNS;scoreTMR;scoreKKS_5cat;score5KNS_5cat;scoreTMR_5cat;parEdu;hisei;noPersHous;escs;wealth;income;hedres;cultpos;homepos;studrel;disclima;libuse;ictres;usesch;attcomp;rfsintrp;rfsfumat
3199;109;T;male;483,93;506,64;442,88;17,6;189;43;46;medium;low;medium;11;45;5;-0,517;-0,494;6,3;1,049;-0,560;-0,183;0,166;1,262;-0,217;1,325;0,785;0,861;0,749;-0,378
3200;109;T;male;557,33;526,98;576,69;17,4;150;41;46;low;low;medium;11;30;7;-0,917;-0,494;6,3;0,078;0,311;-0,183;-0,308;0,026;0,189;0,318;0,116;0,861;-0,292;-1,690
3201;130;T;male;432,32;473,60;523,59;17,3;156;38;46;low;low;medium;11;29;5;-1,386;-1,293;3,5;0,078;-1,739;-1,302;-1,290;0,927;-0,456;-0,782;-1,644;0,861;-0,078;-1,690
3202;130;T;male;400,32;447,28;405,11;17,0;168;45;36;medium;medium;very low;12;51;4;-0,138;0,251;10,8;1,049;-1,739;0,007;0,166;0,927;0,371;0,318;0,563;0,861;-0,078;0,511
3203;130;T;male;471,22;546,05;546,21;17,4;206;56;42;high;high;low;11;45;4;-0,900;-0,928;4,6;-1,278;-0,560;-1,152;-1,702;-0,287;0,189;-1,531;0,116;-2,440;0,151;1,142
3204;130;T;male;496,79;442,80;472,21;17,5;153;58;50;low;high;medium;16;43;5;0,010;-0,250;7,5;0,078;-1,739;-0,535;1,038;0,642;0,894;0,318;0,563;0,861;-0,078;1,142
3205;130;T;male;430,13;411,11;446,33;17,5;191;58;52;high;high;medium;11;45;6;-0,589;-0,250;7,5;0,078;-0,560;-0,363;0,166;1,262;-0,456;-0,782;0,885;-0,108;-0,292;-0,378
3206;130;T;male;517,34;505,08;572,85;17,9;197;56;44;high;high;low;11;30;7;-1,182;-1,116;4,0;0,078;0,311;-0,852;-0,308;0,026;-0,217;0,318;0,563;0,861;0,416;0,801
3207;130;T;male;454,28;509,98;521,67;17,0;176;46;54;medium;medium;high;11;53;4;-0,304;0,000;9,0;1,049;-1,739;-0,183;0,166;1,838;-0,217;0,318;-0,378;-0,108;-0,078;1,621
3208;130;T;male;471,54;482,70;523,59;17,9;189;57;48;medium;high;medium;11;43;5;-0,774;0,251;10,8;-1,278;-1,739;-0,697;-1,089;-0,287;0,285;0,318;0,563;0,861;-0,962;0,511
3209;130;T;male;470,75;452,95;469,33;17,6;206;46;46;high;medium;medium;11;45;4;-1,021;-1,470;3,1;1,049;-1,739;-1,457;-0,308;0,927;-0,864;-0,782;0,193;0,861;-0,501;0,801
3210;130;T;male;421,81;494,05;470,48;17,3;185;42;31;medium;low;very low;11;30;6;-0,513;0,504;13,0;1,049;1,314;0,841;0,166;0,927;0,285;1,325;0,434;-2,440;-0,292;-0,051
3211;130;T;male;483,46;519,46;479,88;17,2;188;52;46;medium;high;medium;11;40;4;-0,651;0,000;9,0;0,078;-0,560;-0,183;-0,625;0,642;-0,049;-0,782;-0,097;0,861;1,230;0,801
3212;130;T;male;578,20;521,42;625,96;17,6;183;52;45;medium;high;medium;11;33;4;-0,762;-0,494;6,3;1,049;1,314;0,007;-0,308;0,026;-0,049;0,318;-0,378;0,861;-0,292;-0,816
3213;130;T;male;456,16;475,08;523,39;17,6;142;39;38;very low;low;low;12;43;7;-0,809;-1,658;2,7;1,049;0,311;-1,152;-0,308;0,642;0,675;0,318;-1,644;-2,440;-0,501;2,327
3214;130;T;male;603,14;549,61;623,27;17,6;160;55;57;low;high;high;11;23;4;-1,607;-1,658;2,7;-0,599;-0,560;-1,457;-0,308;0,927;0,675;-2,530;0,288;-2,440;0,151;1,621
3215;130;T;male;527,22;479,54;557,33;17,8;177;50;51;medium;medium;medium;11;23;6;-1,175;-0,250;7,5;0,078;-0,560;-0,363;0,166;0,927;-1,847;-0,782;-0,792;-0,751;0,151;-1,690
3216;130;T;male;457,42;427,44;440,77;17,5;202;45;42;high;medium;low;11;27;11;-0,922;-0,494;6,3;0,078;1,314;0,007;-0,625;1,262;0,747;0,318;0,885;0,861;0,151;1,621
3217;130;T;male;523,30;560,10;553,87;17,8;166;54;53;low;high;high;11;49;5;0,179;1,054;19,5;1,049;0,311;1,312;-0,308;0,026;0,451;0,318;-0,097;0,861;0,151;-0,378
3218;130;T;male;458,99;423,17;504,61;17,8;180;50;53;medium;medium;high;11;43;5;-0,774;-0,722;5,3;1,049;-0,560;-0,697;0,166;-0,776;0,970;-0,782;1,253;-2,440;0,151;-0,051
3219;130;T;male;596,08;557,14;614,07;17,4;176;49;37;medium;medium;very low;11;34;7;-1,446;-1,658;2,7;-0,599;-0,560;-1,793;0,166;0,927;-0,217;-2,530;0,288;0,861;-0,501;-1,690
3220;130;T;male;445,18;503,72;483,14;17,2;138;22;49;very low;very low;medium;11;45;4;-0,656;-0,494;6,3;1,049;-0,560;-0,535;0,666;-0,547;0,820;0,318;0,563;0,861;1,230;-0,051
3221;130;T;male;400,32;537,63;530,49;17,8;196;53;40;high;high;low;11;40;3;-0,974;-1,293;3,5;1,049;-0,560;-1,003;-0,625;1,838;-0,049;-0,782;0,563;-1,417;-0,501;1,142
3222;130;T;male;481,26;467,38;474,70;17,0;147;47;47;low;medium;medium;11;23;5;-1,890;-1,658;2,7;-1,887;-1,739;-2,173;-1,489;0,642;0,747;-1,531;-0,097;-2,440;-0,501;1,621
3223;130;T;male;524,71;501,92;510,17;17,4;208;59;45;high;very high;medium;11;23;5;-0,870;-0,250;7,5;1,049;1,314;0,410;0,166;1,838;1,049;0,318;0,288;-0,108;-0,292;-1,325
3224;130;T;male;464,32;508,16;577,26;17,8;200;55;36;high;high;very low;11;43;4;-0,710;-0,928;4,6;1,049;0,311;-0,535;0,666;1,262;0,528;0,318;-0,378;-0,751;-0,418;0,511
3225;130;T;male;524,39;550,98;567,29;17,9;188;44;51;medium;low;medium;11;30;5;-0,917;-0,494;6,3;0,078;0,311;-0,183;-0,625;0,026;-1,847;-0,782;-0,792;0,861;-0,078;-0,051
3226;140;T;female;605,49;665,93;706,09;17,4;167;42;56;medium;low;high;12;50;5;-0,312;-0,722;5,3;1,049;0,311;-0,363;-0,308;1,262;-0,217;1,325;0,434;0,861;0,151;-0,816
3227;140;T;female;530,36;533,99;517,45;17,5;179;51;53;medium;medium;high;12;49;3;-0,114;0,000;9,0;1,049;-0,560;0,206;0,666;1,262;0,081;1,325;1,072;0,861;-0,078;1,142
3228;140;T;male;658,03;596,31;676,18;17,7;151;49;57;low;medium;high;11;26;2;-1,227;-1,116;4,0;1,049;-0,560;-0,697;0,166;0,642;-0,456;1,325;0,434;0,861;-0,078;-0,378
3229;140;T;male;527,85;512,48;584,74;17,6;166;58;56;low;high;high;12;56;4;-0,005;0,000;9,0;1,049;-0,560;0,007;1,038;0,927;0,894;2,211;1,530;0,861;0,749;0,511
3230;140;T;male;534,90;523,02;524,16;17,4;171;47;57;medium;medium;high;11;59;4;0,090;0,767;15,8;1,049;-1,739;0,410;-0,625;0,927;-0,049;1,325;0,785;0,861;-1,257;1,142
3231;140;T;male;596,39;528,97;583,21;17,2;177;51;54;medium;medium;high;11;27;5;-0,593;0,767;15,8;1,049;-0,560;0,841;-0,308;0,351;-0,217;0,318;0,885;0,861;0,416;-0,378
3232;140;T;male;530,51;528,63;601,42;17,5;142;42;49;very low;low;medium;11;46;4;-0,087;1,054;19,5;0,078;-0,560;0,841;-1,089;0,927;-0,864;0,318;0,785;0,861;-0,292;0,235
3233;140;T;male;638,74;651,78;625,38;17,6;141;35;55;very low;very low;high;12;55;7;0,046;0,251;10,8;1,049;-0,560;0,206;-0,308;0,351;0,081;1,325;0,885;0,861;0,151;-0,051
3234;140;T;male;598,27;567,25;589,15;17,2;175;46;55;medium;medium;high;16;69;5;1,538;1,393;25,0;1,049;1,314;1,579;0,666;0,927;0,451;2,211;0,785;0,861;1,230;-0,051
3235;140;T;male;498,20;553,07;546,02;17,1;180;50;50;medium;medium;medium;11;29;6;-1,147;-0,928;4,6;1,049;-0,560;-0,697;0,166;1,262;0,371;0,318;-0,097;0,861;0,749;0,235
3236;140;T;male;679,21;602,23;596,43;17,1;197;44;59;high;low;high;12;34;10;0,029;1,393;25,0;1,049;0,311;1,579;-1,089;-1,663;-0,217;2,211;1,163;0,861;-0,292;0,235
3237;140;T;male;652,54;687,45;685,19;17,6;189;55;56;medium;high;high;12;38;5;-0,326;0,000;9,0;1,049;0,311;0,410;1,381;0,927;0,189;0,318;0,785;0,861;0,416;0,801
3238;140;T;male;514,67;481,31;586,66;17,6;152;38;48;low;low;medium;12;38;3;-0,763;-1,116;4,0;1,049;0,311;-0,697;-1,489;0,026;0,081;0,318;0,678;0,861;2,215;0,235
3239;140;T;male;574,27;608,65;572,66;17,6;180;50;53;medium;medium;high;12;45;4;-0,445;-0,250;7,5;-0,599;-0,560;-0,363;-0,625;0,026;-0,864;-0,782;0,678;-2,440;-0,719;-0,378
3240;140;T;male;595,14;575,59;647,62;17,1;143;44;55;very low;low;high;12;33;5;-0,618;0,000;9,0;1,049;-0,560;0,007;-0,873;-0,776;-0,864;0,318;0,885;0,861;-1,257;-0,051
3241;140;T;male;640,00;577,26;665,45;17,0;147;51;52;low;medium;medium;11;30;4;-0,683;0,000;9,0;1,049;1,314;0,410;1,381;1,262;-0,864;0,318;0,885;0,861;-0,078;-0,051
3242;140;T;male;622,74;553,24;645,32;17,1;165;57;57;low;high;high;16;66;4;1,352;0,504;13,0;1,049;1,314;1,312;-0,308;0,927;-1,847;2,211;0,785;0,861;-0,719;-1,690
3243;140;T;male;528,47;558,22;572,47;17,8;178;52;54;medium;high;high;11;40;5;-0,383;0,759;15,7;1,049;-0,560;0,496;-1,948;1,838;-1,847;0,155;0,434;0,861;0,151;0,511
3244;140;T;male;576,47;586,28;628,45;17,9;169;49;53;medium;medium;high;12;40;7;-0,189;0,767;15,8;1,049;-0,560;0,622;0,166;0,927;-0,864;1,325;0,785;0,861;-0,078;-0,051
3245;140;T;male;605,80;536,71;571,32;17,4;163;51;56;low;medium;high;11;43;5;-0,894;-1,293;3,5;1,049;-0,560;-1,003;-0,625;1,838;0,285;0,318;0,785;0,861;-0,292;0,511
3246;140;T;male;563,61;572,27;611,19;17,0;164;45;51;low;medium;medium;16;69;5;1,160;0,000;9,0;1,049;1,314;0,622;-1,290;-1,211;-0,456;0,318;0,785;-0,108;-0,292;-1,690
3247;140;T;male;615,06;627,00;644,93;17,4;190;57;57;high;high;high;16;70;4;0,798;-0,722;5,3;1,049;0,311;-0,363;0,666;1,838;-0,864;1,325;0,116;0,861;0,151;1,142
3248;140;T;male;478,91;552,58;546,97;17,8;152;54;47;low;high;medium;11;29;4;-1,327;-1,116;4,0;1,049;-1,739;-1,152;1,038;0,642;0,371;0,318;0,885;0,861;-0,078;1,621
3249;140;T;male;591,37;594,53;694,20;17,0;182;41;56;medium;low;high;11;55;7;-0,097;0,251;10,8;0,078;0,311;0,206;0,190;0,927;-0,864;0,318;0,563;0,861;-1,257;-0,816
3250;154;T;male;408,17;383,53;436,17;17,4;151;35;28;low;very low;very low;8;45;3;-1,213;0,000;9,0;-1,278;-1,739;-0,852;-0,873;-0,547;-1,847;0,318;0,116;-2,440;-1,451;-0,051
3251;154;T;male;448,32;498,11;526,46;17,3;167;41;44;medium;low;low;11;43;3;-0,710;-0,250;7,5;-0,599;-0,560;-0,535;-0,308;0,351;-0,217;0,318;0,434;0,861;-0,501;-0,051
3252;154;T;male;473,42;478,52;530,87;17,4;160;54;49;low;high;medium;8;49;6;-0,525;0,767;15,8;1,049;-0,560;0,622;0,166;0,351;0,970;1,325;0,678;-2,440;0,151;0,801
3253;154;T;male;512,32;462,36;553,11;17,7;197;53;44;high;high;low;11;45;4;-0,283;0,767;15,8;1,049;-0,560;0,410;-0,308;0,026;0,820;1,325;1,435;0,861;0,749;1,621
3254;154;T;male;494,91;510,76;530,68;17,8;186;56;49;medium;high;medium;11;43;4;0,019;1,054;19,5;1,049;1,314;1,312;0,666;0,642;0,081;2,211;0,678;0,861;-0,078;0,235
3255;154;T;male;530,36;540,38;632,09;17,0;167;31;53;medium;very low;high;16;51;4;0,437;0,504;13,0;0,078;-1,739;0,007;-0,873;-0,547;-0,864;1,325;-0,097;0,861;-0,078;0,235
3256;154;T;male;488,00;412,19;497,51;17,0;197;45;52;high;medium;medium;16;69;3;0,842;0,504;13,0;-0,599;-0,560;-0,183;-0,873;1,262;0,189;0,318;4,098;0,861;-0,078;-1,690
3257;154;T;male;475,30;380,19;460,32;17,0;178;55;45;medium;high;medium;11;30;7;-0,764;0,251;10,8;1,049;-0,560;0,206;0,166;-0,994;0,675;1,325;1,982;-0,751;-0,501;1,621
3258;154;T;male;556,08;524,22;554,07;17,2;172;46;52;medium;medium;medium;11;43;5;-0,642;-0,494;6,3;1,049;-0,560;-0,363;-0,625;0,351;0,285;1,325;0,785;0,861;-0,078;-0,051
3259;154;T;male;565,80;612,29;641,87;17,5;192;50;55;high;medium;high;12;43;3;-0,691;-1,116;4,0;1,049;-0,560;-0,852;0,166;0,927;-0,864;0,318;-0,097;-0,751;0,416;0,235
3260;154;T;male;524,87;457,17;591,83;17,3;142;43;53;very low;low;high;12;51;3;-0,417;-0,928;4,6;1,049;-0,560;-0,697;-0,308;0,642;0,081;0,318;0,563;0,861;1,230;0,511
3261;154;T;male;478,28;396,09;498,86;17,1;133;43;48;very low;low;medium;16;43;4;0,224;-0,250;7,5;1,049;-0,560;0,007;-0,873;1,262;0,528;0,318;-0,097;0,861;2,215;-0,051
3262;154;T;male;560,78;538,66;589,15;;;;;;;;12;43;4;-0,566;-0,494;6,3;0,078;-0,560;-0,535;-0,625;0,351;0,371;0,318;0,434;0,861;0,151;0,235
3263;154;T;male;461,03;456,42;493,68;17,3;171;44;44;medium;low;low;8;43;6;-1,141;0,000;9,0;-0,599;-1,739;-0,535;-0,308;0,026;0,081;0,318;0,116;0,861;1,230;-0,816
3264;154;T;male;457,89;426,61;454,76;17,2;195;61;49;high;very high;medium;12;;2;-0,202;0,504;13,0;1,049;1,314;1,119;-1,948;1,262;;1,325;-1,644;-0,108;2,215;2,680
3265;154;T;male;467,30;439,23;471,25;17,0;162;50;41;low;medium;low;12;43;4;-0,352;-0,250;7,5;1,049;0,311;0,007;0,666;0,026;-0,217;0,318;0,980;0,861;0,416;0,801
3266;154;T;male;421,81;443,57;457,26;17,6;175;48;44;medium;medium;low;12;33;4;-0,540;0,000;9,0;1,049;0,311;0,206;0,166;0,927;0,285;0,318;0,785;0,861;-0,078;0,235
3267;154;T;male;510,91;466,48;564,04;17,2;151;45;54;low;medium;high;11;43;;-0,337;0,504;13,0;0,078;0,311;0,410;-1,089;-0,776;-0,864;-0,782;0,288;0,861;0,749;1,621
3268;170;ZSZ;female;375,07;379,34;329,58;17,9;183;40;44;medium;low;low;12;25;4;-0,978;-0,250;7,5;-0,599;0,311;-0,363;-0,308;0,927;-0,456;-0,782;-1,644;0,861;0,151;-0,816
3269;170;ZSZ;female;373,35;398,39;335,91;18,1;181;48;40;medium;medium;low;11;49;5;-0,550;-0,722;5,3;1,049;-0,560;-0,535;-0,308;-0,287;-1,847;0,318;-1,644;0,861;-1,257;1,142
3270;170;ZSZ;female;361,11;354,34;272,45;17,1;177;58;42;medium;high;low;11;51;3;-0,740;-1,116;4,0;0,078;-1,739;-1,152;0,166;-2,809;-0,456;-1,531;1,530;-0,108;2,215;0,801
3271;170;ZSZ;male;250,69;234,25;235,84;19,1;171;42;40;medium;low;low;;;4;;;;;;;;;;;;;;
3272;183;ZSZ;female;365,19;363,46;407,41;17,3;169;45;44;medium;medium;low;11;31;7;-1,394;-1,293;3,5;-0,599;-1,739;-1,457;-1,290;0,026;0,602;-0,782;0,116;-1,417;-0,501;0,511
3273;183;ZSZ;female;390,60;397,09;421,41;17,5;199;54;47;high;high;medium;8;;3;-2,495;-1,116;4,0;0,078;-1,739;-1,152;1,038;-0,287;-0,864;-1,531;-0,378;-0,108;2,215;-0,051
3274;183;ZSZ;female;304,17;380,03;289,13;18,0;181;41;29;medium;low;very low;11;30;4;-1,120;-0,494;6,3;1,049;-1,739;-0,697;0,166;0,026;0,747;0,318;0,288;-2,440;-0,078;0,801
3275;183;ZSZ;female;378,05;397,49;365,05;18,1;185;53;33;medium;high;very low;8;40;7;-1,154;-0,722;5,3;1,049;0,311;-0,363;0,166;0,642;0,567;0,318;0,885;-0,751;-0,292;1,142
3276;183;ZSZ;female;376,95;369,25;356,42;17,5;194;28;33;high;very low;very low;11;23;8;-1,368;-0,928;4,6;-0,599;0,311;-0,852;0,166;-0,776;0,970;-1,531;0,434;0,861;-0,078;0,399
3277;183;ZSZ;male;418,36;442,63;385,94;18,1;166;36;46;low;very low;medium;11;34;5;-0,882;0,000;9,0;-0,599;-0,560;-0,363;1,038;-0,287;0,894;0,318;0,288;0,861;-0,078;-0,051
3278;183;ZSZ;male;350,76;335,35;373,29;17,7;196;59;42;high;very high;low;11;23;7;-1,029;0,000;9,0;1,049;-0,560;0,007;-2,899;-0,994;0,528;0,318;0,434;0,861;0,749;-0,051
3279;183;ZSZ;male;420,56;348,49;452,46;17,6;180;44;41;medium;low;low;12;23;5;-1,224;-0,494;6,3;-0,599;-1,739;-0,852;0,166;-0,287;0,371;-2,530;;;0,979;0,511
3280;183;ZSZ;male;418,36;436,73;476,43;17,7;146;44;38;low;low;low;11;45;4;-0,517;-0,250;7,5;1,049;-0,560;-0,183;-0,625;-0,994;0,970;1,325;1,072;-0,108;-0,962;2,680
3281;183;ZSZ;male;262,61;318,01;270,54;17,6;158;41;28;low;low;very low;11;45;6;-0,320;1,700;31,3;0,078;-1,739;0,318;-1,290;0,026;-1,847;2,211;0,563;0,861;-0,962;-1,690
3282;183;ZSZ;male;395,15;325,77;414,70;;;;;;;;11;38;4;-2,062;;;-1,278;-1,739;-3,622;-0,873;1,838;-0,049;-1,867;;;;
3283;183;ZSZ;male;444,56;382,08;478,73;17,5;183;50;53;medium;medium;high;11;51;;-0,560;-0,250;7,5;0,078;-1,739;-0,697;-2,276;0,026;-1,847;-0,782;-1,644;-0,751;-2,546;-1,690
3284;183;ZSZ;male;504,16;488,17;521,86;17,9;155;41;49;low;low;medium;11;33;6;-0,343;1,857;35,1;1,049;-0,560;1,069;-1,489;-0,776;0,285;2,211;-1,644;0,861;-0,501;0,511
3285;183;ZSZ;male;367,86;307,30;299,68;17,1;159;37;28;low;low;very low;11;45;4;-0,895;-1,870;2,3;1,049;0,311;-1,138;-0,607;-0,658;0,704;0,155;1,199;-0,751;;
3286;183;ZSZ;male;351,86;362,47;357,38;17,6;175;42;35;medium;low;very low;11;33;6;-0,894;-0,896;4,7;1,049;0,311;-0,325;1,038;0,927;0,894;-0,782;1,072;-2,324;0,151;2,680
3287;183;ZSZ;male;438,60;410,52;377,70;17,6;165;46;34;low;medium;very low;11;43;4;-0,571;-0,494;6,3;1,049;1,314;-0,183;-0,873;0,927;0,747;0,318;0,785;0,861;0,989;1,142
3288;183;ZSZ;male;424,17;363,32;429,84;17,5;164;41;53;low;low;high;11;34;5;-1,014;-1,116;4,0;1,049;0,311;-0,697;-0,625;0,642;-1,847;0,318;0,288;0,861;-0,719;0,235
3289;183;ZSZ;male;479,85;377,86;463,39;18,8;148;43;42;low;low;low;11;51;4;-0,740;-0,494;6,3;-1,278;-1,739;-1,152;-0,625;0,026;1,097;-0,782;1,163;0,861;2,215;0,511
3290;183;ZSZ;male;384,64;356,45;370,99;17,7;190;50;41;high;medium;low;11;45;4;-0,364;0,251;10,8;1,049;-0,560;0,206;-0,308;0,026;0,747;2,211;0,678;0,861;-0,962;0,511
3291;183;ZSZ;male;334,76;314,99;301,40;17,2;207;48;14;high;medium;very low;8;43;12;-1,074;0,000;9,0;0,078;-1,739;-0,363;0,166;-1,211;0,367;-0,782;-0,747;-0,108;-0,664;0,801
3292;183;ZSZ;male;386,68;361,66;359,10;17,1;177;42;42;medium;low;low;11;33;5;-0,909;0,251;10,8;-0,599;-0,560;-0,363;-1,089;1,838;0,675;0,318;0,116;0,861;-0,695;1,142
3293;188;ZSZ;male;469,50;523,85;531,83;18,7;147;39;48;low;low;medium;11;33;3;-1,405;-1,658;2,7;-0,599;-0,560;-1,620;-0,308;0,351;-1,847;-0,782;-1,644;-0,751;-2,546;0,801
3294;188;ZSZ;male;382,13;452,47;431,95;17,0;150;40;34;low;low;very low;11;40;6;-0,974;-1,293;3,5;0,078;0,311;-1,003;0,166;0,351;0,189;0,318;-0,378;-0,734;-1,257;-1,690
3295;188;ZSZ;male;390,29;411,98;471,63;17,9;151;41;44;low;low;low;11;43;6;-0,642;-0,250;7,5;1,049;-1,739;-0,363;-0,308;0,351;0,081;0,318;0,678;0,861;-0,078;0,801
3296;188;ZSZ;male;423,22;309,80;402,43;17,3;194;46;40;high;medium;low;11;30;5;-0,917;-0,494;6,3;1,049;0,311;-0,183;0,166;0,351;0,371;0,318;-0,378;0,861;-0,501;0,801
3297;188;ZSZ;male;381,34;428,49;412,40;17,0;141;38;39;very low;low;low;11;28;5;-1,474;-1,470;3,1;-0,599;-0,560;-1,457;-0,308;-1,663;0,948;-1,531;0,116;-0,108;-0,719;-0,816
3298;188;ZSZ;male;398,28;427,66;445,37;17,4;150;48;42;low;medium;low;12;51;4;0,021;0,000;9,0;1,049;0,311;0,410;-0,308;0,026;-1,847;1,325;-0,378;0,861;0,151;0,511
3299;188;ZSZ;male;456,32;492,97;491,95;17,0;225;40;45;very high;low;medium;16;88;4;0,966;0,000;9,0;-2,406;-1,739;-1,152;-1,948;-2,809;-1,847;-2,530;-0,378;-0,108;0,151;0,511
3300;188;ZSZ;male;499,61;495,84;614,45;17,7;129;35;52;very low;very low;medium;8;30;3;-1,852;-1,470;3,1;0,078;-0,560;-1,457;-0,625;-0,287;-1,847;-1,531;-0,792;-0,108;-1,257;-1,690
3301;188;ZSZ;male;400,17;444,20;445,95;17,2;116;40;46;very low;low;medium;12;51;5;-0,537;-1,293;3,5;1,049;-0,560;-1,003;-0,308;0,026;-0,456;0,318;0,885;-0,751;-0,292;2,680
3302;188;ZSZ;male;384,95;450,13;517,83;17,7;147;52;40;low;high;low;11;53;5;-0,375;0,251;10,8;-0,599;-1,739;-0,363;-0,873;-1,211;-1,847;-0,782;0,434;0,861;0,416;1,621
3303;188;ZSZ;male;368,01;370,46;414,31;18,1;229;49;36;very high;medium;very low;11;43;4;0,019;1,054;19,5;1,049;1,314;1,312;-1,089;-0,547;-0,864;1,325;-1,644;-1,417;-2,546;-1,690
3304;188;ZSZ;male;466,05;554,91;551,57;18,9;182;48;38;medium;medium;low;11;16;3;-1,615;-0,928;4,6;-0,599;-0,560;-1,003;-0,873;0,026;-0,456;-2,530;-0,324;0,861;0,749;-0,051
3305;188;ZSZ;male;377,42;372,60;452,85;18,6;174;54;37;medium;high;very low;12;;3;-1,093;-0,250;7,5;0,078;0,311;-0,363;-0,873;-2,238;-0,217;0,318;-1,644;-0,108;-1,674;-0,816
3306;188;ZSZ;male;447,22;470,70;531,25;17,1;158;60;36;low;very high;very low;11;43;5;-1,528;-1,293;3,5;-3,853;-1,739;-2,607;-0,308;-2,809;-1,847;-0,782;-0,792;0,861;-1,257;0,511
3307;188;ZSZ;male;436,40;438,91;539,69;17,6;168;50;44;medium;medium;low;11;30;5;-1,182;-1,116;4,0;0,078;-0,560;-0,852;0,166;0,642;0,747;0,318;0,342;-2,440;;
3308;188;ZSZ;male;400,48;457,43;444,99;17,4;188;45;29;medium;medium;very low;12;53;4;0,074;0,251;10,8;1,049;0,311;0,410;-0,625;-0,547;0,894;0,318;-1,644;-0,108;-0,078;0,801
3309;188;ZSZ;male;400,79;469,66;454,57;17,4;180;56;40;medium;high;low;11;45;3;-0,720;-0,722;5,3;0,078;-0,560;-0,697;-0,308;0,026;-0,217;-0,782;-0,097;-0,751;;
3310;188;ZSZ;male;542,28;549,03;625,57;18,7;163;55;49;low;high;medium;11;30;4;-0,423;0,767;15,8;0,078;1,314;1,069;-0,308;-1,211;-0,456;-0,782;-0,792;0,861;0,089;2,680
3311;188;ZSZ;male;358,13;398,96;461,67;17,5;171;43;45;medium;low;medium;11;33;4;-0,976;-0,250;7,5;1,049;-1,739;-0,535;0,166;-0,287;0,602;0,318;0,678;-2,440;-0,292;1,142
3312;188;ZSZ;male;373,66;382,24;411,82;18,5;169;53;32;medium;high;very low;12;56;3;0,154;0,000;9,0;1,049;1,314;0,410;0,166;0,642;0,894;1,325;0,785;0,861;-0,292;1,621
3313;173;ZSZ;male;372,25;331,86;297,95;18,1;161;48;40;low;medium;low;11;43;4;-0,253;0,251;10,8;1,049;0,311;0,622;-1,290;1,838;-1,847;1,325;-1,644;0,861;-0,501;0,511
3314;173;ZSZ;male;370,68;337,64;356,04;17,7;179;50;45;medium;medium;medium;11;51;;-0,204;0,251;10,8;1,049;0,311;0,206;-0,625;-1,211;-0,049;1,325;-1,644;0,861;-0,962;-0,051
3315;173;ZSZ;male;347,15;317,20;337,63;17,1;162;43;29;low;low;very low;12;45;5;-0,638;-0,250;7,5;-1,887;-0,560;-0,852;-0,873;-2,809;-1,847;-0,782;-1,644;0,861;2,215;2,680
3316;173;ZSZ;male;411,30;359,11;403,96;17,1;168;48;43;medium;medium;low;16;43;4;0,467;-0,250;7,5;1,049;1,314;0,622;0,166;-0,994;-1,847;2,211;-1,644;0,861;-0,501;1,142
3317;173;ZSZ;male;350,29;339,58;345,49;19,4;150;43;37;low;low;very low;12;59;4;0,075;0,000;9,0;1,049;-0,560;0,007;-0,625;-0,776;-0,217;1,325;0,785;0,861;-2,546;-1,690
3318;173;ZSZ;male;380,56;349,86;348,37;18,1;156;31;52;low;very low;medium;11;34;;-0,736;-0,250;7,5;0,078;0,311;0,007;-2,276;-0,994;-1,847;-0,782;0,785;0,861;;
3319;173;ZSZ;male;399,54;335,37;404,73;17,1;206;56;25;high;high;very low;12;51;5;0,482;1,054;19,5;1,049;1,314;1,579;-1,489;0,026;-0,864;2,211;-1,644;0,861;-0,501;1,621
3320;173;ZSZ;male;388,25;316,32;353,74;;;;;;;;16;;4;0,979;0,251;10,8;0,078;-1,739;-0,183;-2,899;0,026;-1,847;1,325;-1,644;-2,440;-2,546;-1,690
3321;173;ZSZ;male;430,60;446,31;432,14;;;;;;;;;40;2;-0,361;-0,494;6,3;1,049;-1,739;-0,535;-1,290;-2,809;-1,847;0,318;-1,644;0,861;-1,674;1,142
3322;173;ZSZ;male;425,42;351,97;399,55;18,4;109;22;32;very low;very low;very low;11;43;3;-1,206;-1,658;2,7;-0,599;-1,739;-1,793;-0,308;-1,211;-1,847;-0,782;-1,644;-2,440;;
3323;173;ZSZ;male;287,86;312,24;314,82;17,1;176;46;20;medium;medium;very low;11;43;5;0,019;1,054;19,5;1,049;1,314;1,312;2,447;-1,211;-0,049;1,325;-1,644;-2,440;1,984;2,680
3324;173;ZSZ;male;344,17;306,23;310,99;;;;;;;;11;34;3;-0,407;0,504;13,0;1,049;0,311;0,841;0,166;-2,809;1,303;0,318;0,980;-1,417;-0,501;0,492
3325;173;ZSZ;male;421,66;400,84;428,88;20,2;214;48;32;very high;medium;very low;16;69;4;0,917;0,767;15,8;-1,278;-0,560;0,007;-1,702;-0,994;0,970;0,318;;;-0,962;-0,051
3326;173;ZSZ;male;446,28;389,56;345,30;18,0;161;42;51;low;low;medium;11;28;4;-1,174;-0,928;4,6;1,049;-0,560;-0,697;-1,702;-2,809;-0,049;0,318;-1,644;0,861;2,215;2,680
